#airframe_info,"log_version=""1.00""","airframe_name=""Kitfox""","unit_software_part_number=""001""","unit_software_version=""01""","system_software_part_number=""00""","system_id=""123""",mode=NORMAL
#yyyy-mm-dd,hh:mm:ss.ms,hh:mm:ss,rpm,deg F,deg F,deg F,deg F,deg F,deg F,volts,deg F,deg F,deg F,psi,amps,hours,hh:mm:ss
Lcl Date,Lcl Time,UTCOfst,RPM,CHT2,CHT3,EGT1,EGT2,EGT3,EGT4,Volts,Instrument Temp,Coolant Temp,Oil Temp,Oil Pressure,Amps,AUX2,AUX3,AUX4,AUX5,AUX6,tach_hrs,flight_hrs
2012-04-20,16:00:04.200000,-08:00:00,0,89,89,65,64,69,69,13.0,75,76,116,0,-3,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.300000,-08:00:00,0,89,89,66,65,70,70,13.0,75,76,116,0,-3,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.400000,-08:00:00,0,90,91,66,65,70,70,13.0,75,76,117,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.500000,-08:00:00,0,90,91,66,65,70,70,13.0,75,76,117,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.600000,-08:00:00,0,91,91,66,65,70,70,13.100000000000001,76,76,117,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.700000,-08:00:00,0,91,91,66,66,70,71,13.100000000000001,76,76,117,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.800000,-08:00:00,0,92,93,66,66,70,71,13.100000000000001,76,76,117,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:04.900000,-08:00:00,0,92,93,67,66,71,71,13.100000000000001,76,76,117,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.000000,-08:00:00,0,93,93,67,66,71,71,13.200000000000001,76,77,118,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.100000,-08:00:00,0,93,93,67,66,71,71,13.200000000000001,76,77,118,0,-2,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.200000,-08:00:00,0,93,94,67,66,71,71,13.200000000000001,76,77,118,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.300000,-08:00:00,0,93,94,67,66,71,71,13.200000000000001,76,77,118,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.400000,-08:00:00,0,94,94,67,66,71,71,13.200000000000001,77,77,118,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.500000,-08:00:00,0,94,94,68,67,72,72,13.200000000000001,77,77,118,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.600000,-08:00:00,0,95,95,68,67,72,72,13.200000000000001,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.700000,-08:00:00,0,95,95,68,67,72,73,13.200000000000001,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.800000,-08:00:00,0,95,95,68,67,72,73,13.3,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:05.900000,-08:00:00,0,95,95,68,68,72,73,13.3,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.000000,-08:00:00,0,95,96,68,68,72,73,13.3,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.100000,-08:00:00,0,95,96,68,68,72,73,13.3,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.200000,-08:00:00,0,96,96,68,68,72,73,13.3,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.300000,-08:00:00,0,96,96,68,68,72,73,13.3,77,77,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.400000,-08:00:00,0,96,96,68,68,72,73,13.3,77,78,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.500000,-08:00:00,0,96,96,68,68,72,73,13.3,77,78,119,0,-1,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.600000,-08:00:00,0,96,96,68,68,72,73,13.3,77,78,119,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.700000,-08:00:00,0,96,96,68,68,72,73,13.3,77,78,119,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.800000,-08:00:00,0,96,96,68,68,72,73,13.4,78,78,119,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:06.900000,-08:00:00,0,96,96,69,68,73,74,13.4,78,78,119,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.000000,-08:00:00,0,97,97,69,68,73,74,13.4,78,78,119,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.100000,-08:00:00,0,97,97,69,68,73,74,13.4,78,78,119,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.200000,-08:00:00,0,97,97,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.300000,-08:00:00,0,97,97,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.400000,-08:00:00,0,97,97,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.500000,-08:00:00,0,97,97,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.600000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.700000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.800000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:07.900000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.000000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.100000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.200000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.300000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.400000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.500000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.600000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.700000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.800000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:08.900000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.000000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.100000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.200000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.300000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.400000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.500000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.600000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.700000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.800000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:09.900000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.000000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.100000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.200000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.300000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.400000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.500000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.600000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.700000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.800000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:10.900000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.000000,-08:00:00,0,97,98,69,68,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.100000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.200000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.300000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.400000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.500000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.600000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.700000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.800000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:11.900000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.000000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.100000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.200000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.300000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.400000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.500000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.600000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.700000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.800000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:12.900000,-08:00:00,0,97,98,69,69,73,74,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.000000,-08:00:00,0,97,98,69,69,73,74,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.100000,-08:00:00,0,98,98,70,69,74,74,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.200000,-08:00:00,0,98,98,70,69,74,74,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.300000,-08:00:00,0,98,98,70,69,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.400000,-08:00:00,0,98,99,70,69,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.500000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.600000,-08:00:00,0,98,99,70,70,74,75,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.700000,-08:00:00,0,98,99,70,70,74,75,13.4,78,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.800000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:13.900000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.000000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.100000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.200000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.300000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.400000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.500000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.600000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.700000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.800000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:14.900000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.000000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.100000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.200000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.300000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.400000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.500000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.600000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.700000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.800000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:15.900000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.000000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.100000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.200000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.300000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.400000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.500000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.600000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.700000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.800000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:16.900000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.000000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.100000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.200000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.300000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.400000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.500000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.600000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.700000,-08:00:00,0,98,99,70,70,74,75,13.4,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.800000,-08:00:00,0,98,99,70,70,74,75,13.3,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
2012-04-20,16:00:17.900000,-08:00:00,0,98,99,70,70,74,75,13.3,79,78,120,0,0,0,0,0,0,0,381.40000000000003,0.0
