tach,cht2,cht3,egt1,egt2,egt3,egt4,volts,unit_temp_f,coolant_temp_f,oil_temp_f,oil_pres_psi,aux1,aux2,aux3,aux4,aux5,aux6,tach_hrs,flight_hrs
0,0,0,0,172,0,0,0.0,0,0,0,0,0,0,0,0,0,0,336.1,0.0
0,0,0,0,172,274,247,1.6,0,29,34,0,-67,0,0,0,0,0,336.1,0.0
517,0,0,248,172,274,247,1.6,1,29,34,0,-67,0,0,0,0,0,336.1,0.0
517,0,0,248,172,274,247,3.1,1,42,49,0,-59,0,0,0,0,0,336.1,0.0
0,0,0,258,180,282,247,3.1,10,42,49,0,-59,0,0,0,0,0,336.1,0.0
0,0,0,258,180,282,255,4.4,10,53,62,0,-51,0,0,0,0,0,336.1,0.0
0,0,0,266,187,290,255,4.4,18,53,62,0,-51,0,0,0,0,0,336.1,0.0
0,0,0,266,187,290,263,5.5,18,63,74,0,-45,0,0,0,0,0,336.1,0.0
0,0,0,272,195,297,270,5.5,25,63,74,0,-45,0,0,0,0,0,336.1,0.0
0,5,9,272,195,297,270,6.4,25,71,84,0,-39,0,0,0,0,0,336.1,0.0
0,5,9,278,200,303,276,6.4,31,71,84,0,-39,0,0,0,0,0,336.1,0.0
0,23,28,278,200,303,276,7.300000000000001,31,78,93,0,-34,0,0,0,0,0,336.1,0.0
0,23,28,283,205,308,281,7.300000000000001,36,78,93,0,-34,0,0,0,0,0,336.1,0.0
0,38,43,283,205,308,281,8.1,41,85,101,0,-30,0,0,0,0,0,336.1,0.0
0,38,43,287,210,312,286,8.1,41,85,101,0,-30,0,0,0,0,0,336.1,0.0
0,52,58,287,210,312,286,8.700000000000001,45,91,108,0,-26,0,0,0,0,0,336.1,0.0
0,52,58,291,214,317,290,8.700000000000001,45,91,108,0,-26,0,0,0,0,0,336.1,0.0
0,64,70,291,214,317,290,9.3,45,96,113,0,-23,0,0,0,0,0,336.1,0.0
0,64,70,296,218,321,294,9.3,49,96,113,0,-23,0,0,0,0,0,336.1,0.0
0,75,81,296,218,321,294,9.8,49,100,119,0,-20,0,0,0,0,0,336.1,0.0
0,75,81,298,221,323,296,9.8,52,100,119,0,-20,0,0,0,0,0,336.1,0.0
0,84,90,298,221,323,296,10.200000000000001,55,104,123,0,-18,0,0,0,0,0,336.1,0.0
0,84,90,301,224,326,299,10.200000000000001,55,104,123,0,-18,0,0,0,0,0,336.1,0.0
0,92,99,301,224,326,299,10.600000000000001,57,107,127,0,-15,0,0,0,0,0,336.1,0.0
0,92,99,303,226,328,301,10.600000000000001,57,107,127,0,-15,0,0,0,0,0,336.1,0.0
0,99,105,303,226,328,301,10.9,59,110,131,0,-14,0,0,0,0,0,336.1,0.0
0,99,105,304,227,329,303,10.9,59,110,131,0,-14,0,0,0,0,0,336.1,0.0
0,105,112,304,227,329,303,11.200000000000001,61,113,134,0,-12,0,0,0,0,0,336.1,0.0
