tach,cht2,cht3,egt1,egt2,egt3,egt4,volts,unit_temp_f,coolant_temp_f,oil_temp_f,oil_pres_psi,aux1,aux2,aux3,aux4,aux5,aux6,tach_hrs,flight_hrs
0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,351.0,0.0
0,0,0,0,0,0,0,1.6,0,13,19,0,-67,0,0,0,0,0,351.0,0.0
517,0,0,0,0,0,0,1.6,0,13,19,0,-67,0,0,0,0,0,351.0,0.0
517,0,0,0,0,0,0,3.0,0,18,24,0,-59,0,0,0,0,0,351.0,0.0
0,0,0,0,0,0,0,3.0,9,18,24,0,-59,0,0,0,0,0,351.0,0.0
0,0,0,0,0,0,0,4.3,9,23,29,0,-51,0,0,0,0,0,351.0,0.0
0,0,0,6,7,6,6,6.4,22,32,37,0,-39,0,0,0,0,0,351.0,0.0
0,0,0,12,13,12,12,6.4,28,32,37,0,-39,0,0,0,0,0,351.0,0.0
0,0,0,12,13,12,12,7.2,28,35,40,0,-34,0,0,0,0,0,351.0,0.0
0,0,0,17,18,17,17,7.2,33,35,40,0,-34,0,0,0,0,0,351.0,0.0
0,0,0,17,18,17,17,7.9,37,38,43,0,-30,0,0,0,0,0,351.0,0.0
0,0,0,21,22,21,22,7.9,37,38,43,0,-30,0,0,0,0,0,351.0,0.0
0,0,0,21,22,21,22,8.6,41,41,46,0,-26,0,0,0,0,0,351.0,0.0
0,0,0,25,26,25,26,8.6,41,41,46,0,-26,0,0,0,0,0,351.0,0.0
0,0,0,25,26,25,26,9.1,41,43,48,0,-23,0,0,0,0,0,351.0,0.0
0,0,0,29,30,29,30,9.1,45,43,48,0,-23,0,0,0,0,0,351.0,0.0
0,5,5,29,30,29,30,9.600000000000001,45,45,50,0,-20,0,0,0,0,0,351.0,0.0
0,5,5,32,33,32,33,9.600000000000001,48,45,50,0,-20,0,0,0,0,0,351.0,0.0
0,11,11,32,33,32,33,10.100000000000001,50,47,51,0,-18,0,0,0,0,0,351.0,0.0
0,11,11,34,35,35,35,10.100000000000001,50,47,51,0,-18,0,0,0,0,0,351.0,0.0
0,16,16,34,35,35,35,10.5,52,48,53,0,-15,0,0,0,0,0,351.0,0.0
0,16,16,36,37,37,37,10.5,52,48,53,0,-15,0,0,0,0,0,351.0,0.0
0,20,20,36,37,37,37,10.8,54,50,54,0,-14,0,0,0,0,0,351.0,0.0
0,20,20,38,39,38,39,10.8,54,50,54,0,-14,0,0,0,0,0,351.0,0.0
0,24,24,38,39,38,39,11.100000000000001,56,51,55,0,-12,0,0,0,0,0,351.0,0.0
0,24,24,40,41,41,41,11.100000000000001,56,51,55,0,-12,0,0,0,0,0,351.0,0.0
0,28,28,40,41,41,41,11.3,56,52,56,0,-10,0,0,0,0,0,351.0,0.0
0,28,28,42,43,42,42,11.3,58,52,56,0,-10,0,0,0,0,0,351.0,0.0
0,32,31,42,43,42,42,11.5,59,53,57,0,-9,0,0,0,0,0,351.0,0.0
0,32,31,43,44,43,44,11.5,59,53,57,0,-9,0,0,0,0,0,351.0,0.0
0,34,34,43,44,43,44,11.8,60,53,58,0,-8,0,0,0,0,0,351.0,0.0
0,34,34,44,45,44,45,11.8,60,53,58,0,-8,0,0,0,0,0,351.0,0.0
0,36,36,44,45,44,45,11.9,61,54,59,0,-7,0,0,0,0,0,351.0,0.0
0,36,36,45,46,45,46,11.9,61,54,59,0,-7,0,0,0,0,0,351.0,0.0
0,39,38,45,46,45,46,12.100000000000001,62,55,59,0,-6,0,0,0,0,0,351.0,0.0
0,39,38,46,47,46,47,12.100000000000001,62,55,59,0,-6,0,0,0,0,0,351.0,0.0
0,40,40,46,47,46,47,12.200000000000001,63,55,60,0,-5,0,0,0,0,0,351.0,0.0
0,40,40,47,48,47,48,12.200000000000001,63,55,60,0,-5,0,0,0,0,0,351.0,0.0
0,42,42,47,48,47,48,12.3,63,56,60,0,-5,0,0,0,0,0,351.0,0.0
0,42,42,47,48,48,48,12.3,63,56,60,0,-5,0,0,0,0,0,351.0,0.0
0,43,43,47,48,48,48,12.4,64,56,60,0,-4,0,0,0,0,0,351.0,0.0
0,43,43,48,49,49,49,12.4,64,56,60,0,-4,0,0,0,0,0,351.0,0.0
0,45,44,48,49,49,49,12.5,64,57,61,0,-4,0,0,0,0,0,351.0,0.0
0,45,44,48,49,49,49,12.5,64,57,61,0,-4,0,0,0,0,0,351.0,0.0
0,45,45,48,49,49,49,12.600000000000001,65,57,61,0,-3,0,0,0,0,0,351.0,0.0
0,45,45,49,50,49,50,12.600000000000001,65,57,61,0,-3,0,0,0,0,0,351.0,0.0
0,47,46,49,50,49,50,12.600000000000001,65,57,61,0,-3,0,0,0,0,0,351.0,0.0
0,47,46,49,50,49,50,12.600000000000001,65,57,61,0,-3,0,0,0,0,0,351.0,0.0
0,47,47,49,50,49,50,12.700000000000001,65,57,61,0,-2,0,0,0,0,0,351.0,0.0
0,47,47,49,50,50,50,12.700000000000001,65,57,61,0,-2,0,0,0,0,0,351.0,0.0
0,47,47,49,50,50,50,12.700000000000001,66,58,62,0,-2,0,0,0,0,0,351.0,0.0
0,47,47,50,51,50,51,12.700000000000001,66,58,62,0,-2,0,0,0,0,0,351.0,0.0
0,49,48,50,51,50,51,12.8,66,58,62,0,-2,0,0,0,0,0,351.0,0.0
0,49,48,50,51,50,51,12.8,66,58,62,0,-2,0,0,0,0,0,351.0,0.0
0,49,49,50,51,50,51,12.8,66,58,62,0,-2,0,0,0,0,0,351.0,0.0
0,49,49,50,51,50,51,12.8,66,58,62,0,-2,0,0,0,0,0,351.0,0.0
0,49,49,50,51,50,51,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,49,49,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,50,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,50,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,50,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,50,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,12.9,67,58,62,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,58,63,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,58,63,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,59,63,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,59,63,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,59,63,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,59,63,0,-1,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,59,63,0,0,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,67,59,63,0,0,0,0,0,0,0,351.0,0.0
0,51,51,51,52,52,52,13.0,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,51,51,52,53,52,53,13.0,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,52,52,52,53,52,53,13.0,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,52,52,52,53,52,53,13.0,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,52,52,52,53,52,53,13.0,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,52,52,52,53,53,53,13.0,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
0,53,52,52,53,53,53,13.100000000000001,68,59,63,0,0,0,0,0,0,0,351.0,0.0
