tach,cht2,cht3,egt1,egt2,egt3,egt4,volts,unit_temp_f,coolant_temp_f,oil_temp_f,oil_pres_psi,aux1,aux2,aux3,aux4,aux5,aux6,tach_hrs,flight_hrs
0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,374.20000000000005,0.0
0,0,0,0,0,0,0,1.6,0,12,19,0,-67,0,0,0,0,0,374.20000000000005,0.0
517,0,0,0,0,0,0,1.6,0,12,19,0,-67,0,0,0,0,0,374.20000000000005,0.0
517,0,0,0,0,0,0,3.1,0,18,24,0,-59,0,0,0,0,0,374.20000000000005,0.0
0,0,0,0,0,0,0,3.1,8,18,24,0,-59,0,0,0,0,0,374.20000000000005,0.0
0,0,0,0,0,0,0,4.4,8,23,28,0,-51,0,0,0,0,0,374.20000000000005,0.0
0,0,0,18,18,17,17,7.300000000000001,31,35,39,0,-34,0,0,0,0,0,374.20000000000005,0.0
0,0,0,18,18,17,17,8.1,35,38,41,0,-30,0,0,0,0,0,374.20000000000005,0.0
0,0,0,22,22,21,22,8.1,35,38,41,0,-30,0,0,0,0,0,374.20000000000005,0.0
0,0,0,22,22,21,22,8.8,39,41,44,0,-26,0,0,0,0,0,374.20000000000005,0.0
0,0,0,26,26,25,26,8.8,39,41,44,0,-26,0,0,0,0,0,374.20000000000005,0.0
0,0,0,26,26,25,26,9.3,39,43,46,0,-23,0,0,0,0,0,374.20000000000005,0.0
0,0,0,29,29,28,29,9.3,42,43,46,0,-23,0,0,0,0,0,374.20000000000005,0.0
0,4,4,29,29,28,29,9.8,42,45,47,0,-20,0,0,0,0,0,374.20000000000005,0.0
0,4,4,31,31,31,31,9.8,44,45,47,0,-20,0,0,0,0,0,374.20000000000005,0.0
0,9,9,31,31,31,31,10.3,47,47,49,0,-18,0,0,0,0,0,374.20000000000005,0.0
0,9,9,34,34,34,34,10.3,47,47,49,0,-18,0,0,0,0,0,374.20000000000005,0.0
0,15,15,34,34,34,34,10.700000000000001,49,48,50,0,-15,0,0,0,0,0,374.20000000000005,0.0
0,15,15,36,36,36,36,10.700000000000001,49,48,50,0,-15,0,0,0,0,0,374.20000000000005,0.0
0,19,19,36,36,36,36,11.0,51,50,52,0,-14,0,0,0,0,0,374.20000000000005,0.0
0,19,19,38,38,38,38,11.0,51,50,52,0,-14,0,0,0,0,0,374.20000000000005,0.0
0,23,23,38,38,38,38,11.3,53,51,53,0,-12,0,0,0,0,0,374.20000000000005,0.0
0,23,23,40,40,40,40,11.3,53,51,53,0,-12,0,0,0,0,0,374.20000000000005,0.0
0,27,27,40,40,40,40,11.5,53,52,53,0,-10,0,0,0,0,0,374.20000000000005,0.0
0,27,27,41,41,41,40,11.5,54,52,53,0,-10,0,0,0,0,0,374.20000000000005,0.0
0,30,30,41,41,41,40,11.8,55,53,54,0,-9,0,0,0,0,0,374.20000000000005,0.0
0,30,30,42,42,42,42,11.8,55,53,54,0,-9,0,0,0,0,0,374.20000000000005,0.0
0,32,32,42,42,42,42,12.0,56,53,55,0,-8,0,0,0,0,0,374.20000000000005,0.0
0,32,32,43,43,43,43,12.0,56,53,55,0,-8,0,0,0,0,0,374.20000000000005,0.0
0,35,34,43,43,43,43,12.100000000000001,57,54,56,0,-7,0,0,0,0,0,374.20000000000005,0.0
0,35,34,44,44,44,44,12.100000000000001,57,54,56,0,-7,0,0,0,0,0,374.20000000000005,0.0
0,37,37,44,44,44,44,12.3,58,55,56,0,-6,0,0,0,0,0,374.20000000000005,0.0
0,37,37,45,45,45,45,12.3,58,55,56,0,-6,0,0,0,0,0,374.20000000000005,0.0
0,38,38,45,45,45,45,12.4,59,55,57,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,38,38,46,46,46,46,12.4,59,55,57,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,40,40,46,46,46,46,12.5,60,56,57,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,40,40,47,47,47,47,12.5,60,56,57,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,42,42,47,47,47,47,12.600000000000001,60,56,57,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,42,42,47,47,47,47,12.600000000000001,60,56,57,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,43,43,47,47,47,47,12.700000000000001,61,56,58,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,43,43,48,48,48,48,12.700000000000001,61,56,58,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,44,44,48,48,48,48,12.8,61,57,58,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,44,44,48,48,48,48,12.8,61,57,58,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,45,45,48,48,48,48,12.9,61,57,58,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,45,45,48,48,48,48,12.9,61,57,58,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,45,45,48,48,48,48,13.0,62,57,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,45,45,49,49,48,49,13.0,62,57,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,46,46,49,49,48,49,13.0,62,58,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,46,46,49,49,49,49,13.0,62,58,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,47,47,49,49,49,49,13.0,62,58,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,47,47,49,49,49,49,13.0,62,58,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,47,47,49,49,49,49,13.100000000000001,62,58,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,47,47,49,49,49,49,13.100000000000001,62,58,59,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,47,47,49,49,49,49,13.100000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,47,47,50,50,50,50,13.100000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.100000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.100000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,58,59,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,58,60,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,58,60,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,59,60,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,49,49,50,50,50,50,13.200000000000001,63,59,60,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,50,49,50,50,50,50,13.200000000000001,63,59,60,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,50,49,50,50,50,50,13.200000000000001,63,59,60,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,50,49,50,50,50,50,13.200000000000001,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,49,51,51,51,51,13.200000000000001,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,50,51,51,51,51,13.200000000000001,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,50,51,51,51,51,13.200000000000001,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,51,51,51,51,51,51,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,64,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,60,0,0,0,0,0,0,0,374.20000000000005,0.0
0,52,52,52,52,52,52,13.3,65,59,59,0,0,0,0,0,0,0,374.20000000000005,0.0
