tach,cht2,cht3,egt1,egt2,egt3,egt4,volts,unit_temp_f,coolant_temp_f,oil_temp_f,oil_pres_psi,aux1,aux2,aux3,aux4,aux5,aux6,tach_hrs,flight_hrs
0,0,0,0,712,0,0,0.0,0,0,0,0,0,0,0,0,0,0,374.20000000000005,0.0
0,0,0,0,712,686,703,1.6,0,28,34,0,-67,0,0,0,0,0,374.20000000000005,0.0
517,0,0,731,712,686,703,1.6,2,28,34,0,-67,0,0,0,0,0,374.20000000000005,0.0
517,0,0,731,712,686,703,3.1,2,40,50,0,-59,0,0,0,0,0,374.20000000000005,0.0
0,0,0,741,720,695,703,3.1,12,40,50,0,-59,0,0,0,0,0,374.20000000000005,0.0
0,0,0,741,720,695,712,4.4,12,51,63,0,-51,0,0,0,0,0,374.20000000000005,0.0
0,5,5,753,733,709,725,6.4,28,68,85,0,-39,0,0,0,0,0,374.20000000000005,0.0
0,5,5,760,739,715,731,6.4,35,68,85,0,-39,0,0,0,0,0,374.20000000000005,0.0
0,23,23,760,739,715,731,7.300000000000001,41,75,94,0,-34,0,0,0,0,0,374.20000000000005,0.0
0,23,23,765,744,720,736,7.300000000000001,41,75,94,0,-34,0,0,0,0,0,374.20000000000005,0.0
0,39,39,765,744,720,736,8.1,46,82,102,0,-30,0,0,0,0,0,374.20000000000005,0.0
0,39,39,768,747,724,740,8.1,46,82,102,0,-30,0,0,0,0,0,374.20000000000005,0.0
0,52,53,768,747,724,740,8.700000000000001,51,87,109,0,-26,0,0,0,0,0,374.20000000000005,0.0
0,52,53,771,751,728,744,8.700000000000001,51,87,109,0,-26,0,0,0,0,0,374.20000000000005,0.0
0,65,65,771,751,728,744,9.3,51,92,115,0,-23,0,0,0,0,0,374.20000000000005,0.0
0,65,65,776,754,731,747,9.3,55,92,115,0,-23,0,0,0,0,0,374.20000000000005,0.0
0,76,76,776,754,731,747,9.8,55,96,120,0,-20,0,0,0,0,0,374.20000000000005,0.0
0,76,76,777,755,733,748,9.8,58,96,120,0,-20,0,0,0,0,0,374.20000000000005,0.0
0,84,85,777,755,733,748,10.200000000000001,61,100,125,0,-18,0,0,0,0,0,374.20000000000005,0.0
0,84,85,780,757,735,750,10.200000000000001,61,100,125,0,-18,0,0,0,0,0,374.20000000000005,0.0
0,93,93,780,757,735,750,10.600000000000001,64,103,129,0,-15,0,0,0,0,0,374.20000000000005,0.0
0,93,93,782,759,737,752,10.600000000000001,64,103,129,0,-15,0,0,0,0,0,374.20000000000005,0.0
0,100,100,782,759,737,752,10.9,66,106,133,0,-14,0,0,0,0,0,374.20000000000005,0.0
0,100,100,782,759,738,753,10.9,66,106,133,0,-14,0,0,0,0,0,374.20000000000005,0.0
0,106,106,782,759,738,753,11.200000000000001,68,108,136,0,-12,0,0,0,0,0,374.20000000000005,0.0
0,106,106,782,759,739,754,11.200000000000001,68,108,136,0,-12,0,0,0,0,0,374.20000000000005,0.0
0,111,112,782,759,739,754,11.5,70,111,139,0,-10,0,0,0,0,0,374.20000000000005,0.0
0,111,112,784,760,740,755,11.5,70,111,139,0,-10,0,0,0,0,0,374.20000000000005,0.0
0,116,117,784,760,740,755,11.700000000000001,72,112,141,0,-9,0,0,0,0,0,374.20000000000005,0.0
0,116,117,784,761,741,756,11.700000000000001,72,112,141,0,-9,0,0,0,0,0,374.20000000000005,0.0
0,121,122,784,761,741,756,11.9,73,114,143,0,-8,0,0,0,0,0,374.20000000000005,0.0
0,121,122,785,761,741,756,11.9,73,114,143,0,-8,0,0,0,0,0,374.20000000000005,0.0
0,124,125,785,761,741,756,12.0,74,116,145,0,-7,0,0,0,0,0,374.20000000000005,0.0
0,124,125,785,761,741,756,12.0,74,116,145,0,-7,0,0,0,0,0,374.20000000000005,0.0
0,127,128,785,761,741,756,12.200000000000001,76,117,147,0,-6,0,0,0,0,0,374.20000000000005,0.0
0,127,128,785,761,742,757,12.200000000000001,76,117,147,0,-6,0,0,0,0,0,374.20000000000005,0.0
0,131,132,785,761,742,757,12.3,76,118,148,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,131,132,785,761,742,757,12.3,76,118,148,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,132,133,785,761,742,757,12.4,77,119,149,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,132,133,785,761,742,757,12.4,77,119,149,0,-5,0,0,0,0,0,374.20000000000005,0.0
0,135,136,785,761,742,757,12.5,78,120,151,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,135,136,785,761,742,757,12.5,78,120,151,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,137,138,785,761,742,757,12.600000000000001,79,121,151,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,137,138,785,761,742,757,12.600000000000001,79,121,151,0,-4,0,0,0,0,0,374.20000000000005,0.0
0,139,140,785,761,742,757,12.700000000000001,79,121,152,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,139,140,785,761,742,757,12.700000000000001,79,121,152,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,140,141,785,761,742,757,12.700000000000001,80,122,153,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,140,141,785,761,742,757,12.700000000000001,80,122,153,0,-3,0,0,0,0,0,374.20000000000005,0.0
0,142,143,785,761,742,757,12.8,80,122,154,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,142,143,785,761,742,757,12.8,80,122,154,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,143,143,785,761,742,757,12.9,80,123,154,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,143,143,785,760,742,757,12.9,80,123,154,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,143,144,785,760,742,757,12.9,81,123,155,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,143,144,785,760,742,757,12.9,81,123,155,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,145,146,785,760,742,757,12.9,81,124,156,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,145,146,785,758,742,756,12.9,81,124,156,0,-2,0,0,0,0,0,374.20000000000005,0.0
0,146,146,785,758,742,756,13.0,81,124,156,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,146,146,784,758,742,756,13.0,81,124,156,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,146,147,784,758,742,756,13.0,81,124,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,146,147,782,756,742,754,13.0,81,124,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,146,147,782,756,742,754,13.0,82,124,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,146,147,781,756,742,754,13.0,82,124,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,148,781,756,742,754,13.0,82,125,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,148,781,754,740,753,13.0,82,125,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,149,781,754,740,753,13.100000000000001,82,125,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,149,780,753,740,752,13.100000000000001,82,125,157,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,149,780,753,740,752,13.100000000000001,82,125,158,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,149,779,752,739,751,13.100000000000001,82,125,158,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,148,149,779,752,739,751,13.100000000000001,82,125,158,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,149,149,778,750,738,750,13.100000000000001,82,125,158,0,-1,0,0,0,0,0,374.20000000000005,0.0
0,149,150,777,750,738,750,13.100000000000001,82,125,158,0,0,0,0,0,0,0,374.20000000000005,0.0
0,149,150,777,750,737,749,13.100000000000001,82,125,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,149,150,777,750,737,749,13.100000000000001,82,125,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,149,150,774,748,736,748,13.100000000000001,82,125,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,149,150,774,748,736,748,13.100000000000001,82,125,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,149,150,774,748,735,747,13.100000000000001,82,125,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,149,150,774,748,735,747,13.200000000000001,82,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,150,150,773,746,734,746,13.200000000000001,82,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,150,150,773,746,734,746,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,150,772,746,734,745,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,772,746,734,745,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,772,745,733,744,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,772,745,733,744,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,770,743,733,744,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,770,743,733,744,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,768,742,731,743,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,768,742,731,743,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,768,741,731,741,13.200000000000001,83,126,159,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,768,741,731,741,13.200000000000001,83,126,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,767,739,730,740,13.200000000000001,83,126,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,151,152,767,739,730,740,13.200000000000001,83,126,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,152,767,738,729,739,13.200000000000001,83,126,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,152,767,738,729,739,13.200000000000001,83,126,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,152,765,737,728,739,13.200000000000001,83,126,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,764,737,728,739,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,764,736,727,737,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,764,736,727,737,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,762,735,726,736,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,762,735,726,736,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,762,734,725,735,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,762,734,725,735,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,760,732,724,734,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,760,732,724,734,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,760,731,724,733,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
0,152,153,760,731,724,733,13.200000000000001,83,127,160,0,0,0,0,0,0,0,374.20000000000005,0.0
